work_id,completion_date,completion_marked_date,final_expenditure_inr,utilization_certificate_status,utilization_certificate_date,asset_id,asset_type,user_agency,asset_register_entry,handover_date,public_use_date,audit_status,audit_date,audit_observation_category,compliance_status,maintenance_agency,completion_photo_reference,source_type,synthetic_marker
W-001828,2026-08-31,2026-09-02,2050000,Submitted,2026-10-14,ASSET-W-001828,Public Toilet,Demo Village 34 Demo User Agency,Yes,2026-09-04,2026-09-19,Completed,2026-10-18,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-001828/completion,SYNTHETIC_PROTOTYPE,True
W-001831,2026-08-31,2026-09-07,894000,Submitted,2026-09-25,ASSET-W-001831,Playground Development,Demo Village 28 Demo User Agency,Yes,2026-09-05,2026-09-18,Completed,2027-01-30,None recorded,Compliant,Demo Village 28 Demo Local Body,demo://photos/W-001831/completion,SYNTHETIC_PROTOTYPE,True
W-001833,2026-08-31,2026-09-05,3540000,Submitted,2026-10-06,ASSET-W-001833,Ambulance Shelter,Demo Village 10 Demo User Agency,Yes,2026-09-05,2026-09-28,Pending,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001833/completion,SYNTHETIC_PROTOTYPE,True
W-001834,2026-08-31,2026-09-09,2544000,Submitted,2026-09-13,ASSET-W-001834,CC Road,Demo Village 25 Demo User Agency,Yes,2026-09-04,2026-09-20,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-001834/completion,SYNTHETIC_PROTOTYPE,True
W-001835,2026-08-31,2026-09-05,2948000,Submitted,2026-10-02,ASSET-W-001835,Sports Equipment Facility,Demo Village 12 Demo User Agency,Yes,2026-09-16,2026-09-19,Not Due,,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001835/completion,SYNTHETIC_PROTOTYPE,True
W-001836,2026-08-31,2026-09-10,2778000,Submitted,2026-09-27,ASSET-W-001836,Pipeline Extension,Demo Village 10 Demo User Agency,Yes,2026-09-18,2026-09-02,Pending,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001836/completion,SYNTHETIC_PROTOTYPE,True
W-001837,2026-08-31,2026-09-03,1580000,Submitted,2026-09-09,ASSET-W-001837,Sports Equipment Facility,Demo Village 31 Demo User Agency,Yes,2026-09-13,2026-09-14,Not Due,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001837/completion,SYNTHETIC_PROTOTYPE,True
W-001838,2026-08-31,2026-09-10,2721000,Submitted,2026-10-08,ASSET-W-001838,Solar Public Facility,Demo Village 25 Demo User Agency,Yes,2026-09-06,2026-09-25,Not Due,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-001838/completion,SYNTHETIC_PROTOTYPE,True
W-001840,2026-08-31,2026-09-10,645000,Submitted,2026-09-30,ASSET-W-001840,Solar Public Facility,Demo Village 7 Demo User Agency,Yes,2026-09-10,2026-09-27,Not Due,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001840/completion,SYNTHETIC_PROTOTYPE,True
W-001842,2026-08-31,2026-09-05,4165000,Submitted,2026-10-04,ASSET-W-001842,Public Health Facility,Demo Village 20 Demo User Agency,Yes,2026-09-15,2026-09-07,Completed,2026-10-30,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001842/completion,SYNTHETIC_PROTOTYPE,True
W-001845,2026-08-31,2026-09-05,1727000,Submitted,2026-10-05,ASSET-W-001845,Public Toilet,Demo Village 27 Demo User Agency,Yes,2026-09-11,2026-09-01,Not Due,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001845/completion,SYNTHETIC_PROTOTYPE,True
W-001846,2026-08-31,2026-08-31,3225000,Submitted,2026-10-08,ASSET-W-001846,CC Road,Demo Village 25 Demo User Agency,Yes,2026-09-16,2026-09-08,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-001846/completion,SYNTHETIC_PROTOTYPE,True
W-001847,2026-08-31,2026-09-10,1990000,Submitted,2026-09-07,ASSET-W-001847,Public Health Facility,Demo Village 7 Demo User Agency,Yes,2026-09-15,2026-09-26,Pending,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001847/completion,SYNTHETIC_PROTOTYPE,True
W-001851,2026-08-31,2026-09-06,793000,Submitted,2026-09-16,ASSET-W-001851,Community Sanitation,Demo Village 17 Demo User Agency,Yes,2026-09-15,2026-09-20,Pending,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001851/completion,SYNTHETIC_PROTOTYPE,True
W-001852,2026-08-31,2026-09-08,1748000,Submitted,2026-09-30,ASSET-W-001852,RO Water Plant,Demo Village 34 Demo User Agency,Yes,2026-09-05,2026-09-07,Completed,2027-01-24,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-001852/completion,SYNTHETIC_PROTOTYPE,True
W-001853,2026-08-31,2026-09-09,2159000,Submitted,2026-09-19,ASSET-W-001853,Public Toilet,Demo Village 33 Demo User Agency,Yes,2026-09-02,2026-09-28,Completed,2026-10-17,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001853/completion,SYNTHETIC_PROTOTYPE,True
W-001854,2026-08-31,2026-09-05,3924000,Submitted,2026-09-18,ASSET-W-001854,Public Waiting Hall,Demo Village 31 Demo User Agency,Yes,2026-09-03,2026-09-25,Pending,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001854/completion,SYNTHETIC_PROTOTYPE,True
W-001855,2026-08-31,2026-08-31,1758000,Submitted,2026-09-13,ASSET-W-001855,Rural Road,Demo Village 10 Demo User Agency,Yes,2026-09-07,2026-09-12,Completed,2026-11-15,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001855/completion,SYNTHETIC_PROTOTYPE,True
W-001857,2026-08-31,2026-09-08,1413000,Submitted,2026-10-13,ASSET-W-001857,PHC Equipment Room,Demo Village 26 Demo User Agency,Yes,2026-09-16,2026-09-27,Not Due,,None recorded,Compliant,Demo Village 26 Demo Local Body,demo://photos/W-001857/completion,SYNTHETIC_PROTOTYPE,True
W-001860,2026-08-31,2026-09-03,1608000,Submitted,2026-10-09,ASSET-W-001860,Solar Street Lights,Demo Village 30 Demo User Agency,Yes,2026-09-15,2026-09-28,Not Due,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001860/completion,SYNTHETIC_PROTOTYPE,True
W-001861,2026-08-31,2026-09-03,962000,Submitted,2026-09-16,ASSET-W-001861,Solar Community Lighting,Demo Village 17 Demo User Agency,Yes,2026-09-07,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001861/completion,SYNTHETIC_PROTOTYPE,True
W-001862,2026-08-31,2026-09-07,2019000,Submitted,2026-09-20,ASSET-W-001862,Community Hall,Demo Village 34 Demo User Agency,Yes,2026-09-12,2026-09-14,Completed,2026-11-01,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-001862/completion,SYNTHETIC_PROTOTYPE,True
W-001863,2026-08-31,2026-09-03,3086000,Submitted,2026-10-01,ASSET-W-001863,School Classroom,Demo Village 22 Demo User Agency,Yes,2026-09-15,2026-09-06,Completed,2027-02-03,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-001863/completion,SYNTHETIC_PROTOTYPE,True
W-001864,2026-08-31,2026-09-01,2009000,Submitted,2026-10-02,ASSET-W-001864,Indoor Sports Hall,Demo Village 21 Demo User Agency,Yes,2026-09-02,2026-09-03,Pending,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001864/completion,SYNTHETIC_PROTOTYPE,True
W-001865,2026-08-31,2026-09-06,2634000,Submitted,2026-09-19,ASSET-W-001865,Borewell,Demo Village 18 Demo User Agency,Yes,2026-09-03,2026-09-14,Completed,2026-10-22,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-001865/completion,SYNTHETIC_PROTOTYPE,True
W-001866,2026-08-31,2026-09-08,1145000,Submitted,2026-10-12,ASSET-W-001866,Library Room,Demo Village 25 Demo User Agency,Yes,2026-09-20,2026-09-06,Not Due,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-001866/completion,SYNTHETIC_PROTOTYPE,True
W-001868,2026-08-31,2026-09-08,2776000,Submitted,2026-09-16,ASSET-W-001868,Anganwadi Building,Demo Village 10 Demo User Agency,Yes,2026-09-18,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001868/completion,SYNTHETIC_PROTOTYPE,True
W-001869,2026-08-31,2026-09-08,3015000,Submitted,2026-09-05,ASSET-W-001869,Indoor Sports Hall,Demo Village 33 Demo User Agency,Yes,2026-09-08,2026-09-05,Pending,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001869/completion,SYNTHETIC_PROTOTYPE,True
W-001870,2026-08-31,2026-09-04,1770000,Submitted,2026-10-02,ASSET-W-001870,Small Bridge,Demo Village 13 Demo User Agency,Yes,2026-09-07,2026-09-22,Pending,,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001870/completion,SYNTHETIC_PROTOTYPE,True
W-001873,2026-08-31,2026-09-07,1327000,Submitted,2026-10-01,ASSET-W-001873,Anganwadi Building,Demo Village 26 Demo User Agency,Yes,2026-09-07,2026-09-04,Pending,,None recorded,Compliant,Demo Village 26 Demo Local Body,demo://photos/W-001873/completion,SYNTHETIC_PROTOTYPE,True
W-001874,2026-08-31,2026-09-07,1120000,Submitted,2026-10-12,ASSET-W-001874,Solar Water System,Demo Village 2 Demo User Agency,Yes,2026-09-03,2026-09-26,Not Due,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-001874/completion,SYNTHETIC_PROTOTYPE,True
W-001875,2026-08-31,2026-09-05,3695000,Submitted,2026-10-14,ASSET-W-001875,Public Health Facility,Demo Village 21 Demo User Agency,Yes,2026-09-19,2026-09-08,Completed,2026-10-21,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001875/completion,SYNTHETIC_PROTOTYPE,True
W-001876,2026-08-31,2026-09-09,1424000,Submitted,2026-09-21,ASSET-W-001876,Solar Water System,Demo Village 24 Demo User Agency,Yes,2026-09-07,2026-09-02,Not Due,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-001876/completion,SYNTHETIC_PROTOTYPE,True
W-001878,2026-08-31,2026-09-04,1733000,Submitted,2026-10-12,ASSET-W-001878,Public Health Facility,Demo Village 17 Demo User Agency,Yes,2026-09-06,2026-09-30,Not Due,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001878/completion,SYNTHETIC_PROTOTYPE,True
W-001883,2026-08-31,2026-09-01,1162000,Submitted,2026-09-26,ASSET-W-001883,Open Gym,Demo Village 1 Demo User Agency,Yes,2026-09-16,2026-09-09,Completed,2026-12-06,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-001883/completion,SYNTHETIC_PROTOTYPE,True
W-001884,2026-08-31,2026-09-10,1757000,Submitted,2026-09-23,ASSET-W-001884,Water Tank,Demo Village 25 Demo User Agency,Yes,2026-09-02,2026-09-01,Completed,2027-01-02,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-001884/completion,SYNTHETIC_PROTOTYPE,True
W-001885,2026-08-31,2026-09-08,2140000,Submitted,2026-09-08,ASSET-W-001885,Solar Public Facility,Demo Village 8 Demo User Agency,Yes,2026-09-02,2026-09-09,Pending,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001885/completion,SYNTHETIC_PROTOTYPE,True
W-001886,2026-08-31,2026-09-02,834000,Submitted,2026-09-22,ASSET-W-001886,Community Hall,Demo Village 33 Demo User Agency,Yes,2026-09-18,2026-09-28,Pending,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001886/completion,SYNTHETIC_PROTOTYPE,True
W-001887,2026-08-31,2026-09-05,2981000,Submitted,2026-10-10,ASSET-W-001887,Library Room,Demo Village 5 Demo User Agency,Yes,2026-09-05,2026-09-01,Pending,,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-001887/completion,SYNTHETIC_PROTOTYPE,True
W-001888,2026-08-31,2026-09-04,1621000,Submitted,2026-10-02,ASSET-W-001888,Sports Equipment Facility,Demo Village 8 Demo User Agency,Yes,2026-09-01,2026-09-17,Pending,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001888/completion,SYNTHETIC_PROTOTYPE,True
W-001889,2026-08-31,2026-09-07,4002000,Submitted,2026-09-25,ASSET-W-001889,Approach Road,Demo Village 29 Demo User Agency,Yes,2026-09-20,2026-09-18,Pending,,None recorded,Compliant,Demo Village 29 Demo Local Body,demo://photos/W-001889/completion,SYNTHETIC_PROTOTYPE,True
W-001890,2026-08-31,2026-09-10,465000,Submitted,2026-09-21,ASSET-W-001890,Solar Street Lights,Demo Village 16 Demo User Agency,Yes,2026-09-08,2026-09-10,Completed,2026-12-28,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001890/completion,SYNTHETIC_PROTOTYPE,True
W-001894,2026-08-31,2026-09-08,1136000,Submitted,2026-09-23,ASSET-W-001894,Ambulance Shelter,Demo Village 4 Demo User Agency,Yes,2026-09-09,2026-09-25,Pending,,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-001894/completion,SYNTHETIC_PROTOTYPE,True
W-001896,2026-08-31,2026-09-01,2598000,Submitted,2026-09-28,ASSET-W-001896,Bus Shelter,Demo Village 8 Demo User Agency,Yes,2026-09-17,2026-09-15,Pending,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001896/completion,SYNTHETIC_PROTOTYPE,True
W-001898,2026-08-31,2026-08-31,1259000,Submitted,2026-10-11,ASSET-W-001898,Borewell,Demo Village 20 Demo User Agency,Yes,2026-09-09,2026-09-13,Pending,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001898/completion,SYNTHETIC_PROTOTYPE,True
W-001899,2026-08-31,2026-09-05,1334000,Submitted,2026-09-18,ASSET-W-001899,Public Waiting Hall,Demo Village 32 Demo User Agency,Yes,2026-09-05,2026-09-18,Completed,2026-12-26,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-001899/completion,SYNTHETIC_PROTOTYPE,True
W-001900,2026-08-31,2026-09-07,3014000,Submitted,2026-09-25,ASSET-W-001900,Solid Waste Shed,Demo Village 17 Demo User Agency,Yes,2026-09-18,2026-09-23,Not Due,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001900/completion,SYNTHETIC_PROTOTYPE,True
W-001902,2026-08-31,2026-09-04,1264000,Pending,,ASSET-W-001902,CC Road,Demo Village 1 Demo User Agency,No,2026-09-19,2026-09-14,Pending,,Documentation / closure review,Review Required,Demo Village 1 Demo Local Body,demo://photos/W-001902/completion,SYNTHETIC_PROTOTYPE,True
W-001903,2026-08-31,2026-09-04,3027000,Submitted,2026-09-30,ASSET-W-001903,Rural Road,Demo Village 33 Demo User Agency,Yes,2026-09-03,2026-09-09,Not Due,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001903/completion,SYNTHETIC_PROTOTYPE,True
W-001905,2026-08-31,2026-09-09,617000,Submitted,2026-09-05,ASSET-W-001905,Pipeline Extension,Demo Village 7 Demo User Agency,Yes,2026-09-02,2026-09-19,Not Due,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001905/completion,SYNTHETIC_PROTOTYPE,True
W-001907,2026-08-31,2026-09-05,3185000,Submitted,2026-09-07,ASSET-W-001907,Anganwadi Building,Demo Village 7 Demo User Agency,Yes,2026-09-09,2026-09-09,Completed,2026-10-04,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001907/completion,SYNTHETIC_PROTOTYPE,True
W-001908,2026-08-31,2026-09-01,1200000,Submitted,2026-09-11,ASSET-W-001908,Playground Development,Demo Village 31 Demo User Agency,Yes,2026-09-19,2026-09-24,Completed,2026-12-15,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001908/completion,SYNTHETIC_PROTOTYPE,True
W-001909,2026-08-31,2026-09-05,1524000,Submitted,2026-10-03,ASSET-W-001909,Rural Road,Demo Village 16 Demo User Agency,Yes,2026-09-11,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001909/completion,SYNTHETIC_PROTOTYPE,True
W-001911,2026-08-31,2026-09-04,2492000,Submitted,2026-10-08,ASSET-W-001911,Sports Equipment Facility,Demo Village 33 Demo User Agency,Yes,2026-09-14,2026-09-15,Not Due,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001911/completion,SYNTHETIC_PROTOTYPE,True
W-001912,2026-08-31,2026-09-08,720000,Submitted,2026-09-22,ASSET-W-001912,Library Room,Demo Village 6 Demo User Agency,Yes,2026-09-11,2026-09-13,Pending,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001912/completion,SYNTHETIC_PROTOTYPE,True
W-001913,2026-08-31,2026-09-06,2945000,Submitted,2026-09-19,ASSET-W-001913,Community Hall,Demo Village 12 Demo User Agency,Yes,2026-09-11,2026-09-09,Completed,2027-02-08,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001913/completion,SYNTHETIC_PROTOTYPE,True
W-001914,2026-08-31,2026-09-01,2615000,Submitted,2026-09-15,ASSET-W-001914,School Toilet,Demo Village 27 Demo User Agency,Yes,2026-09-03,2026-09-16,Completed,2026-10-08,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001914/completion,SYNTHETIC_PROTOTYPE,True
W-001915,2026-08-31,2026-09-06,1379000,Submitted,2026-10-15,ASSET-W-001915,Public Toilet,Demo Village 31 Demo User Agency,Yes,2026-09-14,2026-09-01,Completed,2026-11-21,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001915/completion,SYNTHETIC_PROTOTYPE,True
W-001917,2026-08-31,2026-09-10,2758000,Submitted,2026-09-20,ASSET-W-001917,Library Room,Demo Village 27 Demo User Agency,Yes,2026-09-15,2026-09-29,Not Due,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001917/completion,SYNTHETIC_PROTOTYPE,True
W-001918,2026-08-31,2026-09-05,1035000,Submitted,2026-09-22,ASSET-W-001918,Water Tank,Demo Village 31 Demo User Agency,Yes,2026-09-16,2026-09-13,Not Due,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001918/completion,SYNTHETIC_PROTOTYPE,True
W-001919,2026-08-31,2026-09-09,2159000,Submitted,2026-10-11,ASSET-W-001919,Public Toilet,Demo Village 12 Demo User Agency,Yes,2026-09-12,2026-09-11,Completed,2026-10-24,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001919/completion,SYNTHETIC_PROTOTYPE,True
W-001920,2026-08-31,2026-09-05,1558000,Submitted,2026-09-27,ASSET-W-001920,Community Sanitation,Demo Village 24 Demo User Agency,Yes,2026-09-04,2026-09-22,Not Due,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-001920/completion,SYNTHETIC_PROTOTYPE,True
W-001921,2026-08-31,2026-09-06,978000,Submitted,2026-09-05,ASSET-W-001921,Borewell,Demo Village 6 Demo User Agency,Yes,2026-09-01,2026-09-03,Completed,2027-02-01,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001921/completion,SYNTHETIC_PROTOTYPE,True
W-001924,2026-08-31,2026-09-08,2544000,Submitted,2026-10-02,ASSET-W-001924,PHC Equipment Room,Demo Village 12 Demo User Agency,Yes,2026-09-06,2026-09-19,Completed,2026-11-05,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001924/completion,SYNTHETIC_PROTOTYPE,True
W-001926,2026-08-31,2026-09-04,1261000,Submitted,2026-09-22,ASSET-W-001926,Pipeline Extension,Demo Village 27 Demo User Agency,Yes,2026-09-02,2026-09-23,Completed,2026-11-22,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001926/completion,SYNTHETIC_PROTOTYPE,True
W-001927,2026-08-31,2026-09-06,1475000,Submitted,2026-09-29,ASSET-W-001927,Health Sub-Centre,Demo Village 13 Demo User Agency,Yes,2026-09-04,2026-09-30,Not Due,,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001927/completion,SYNTHETIC_PROTOTYPE,True
W-001929,2026-08-31,2026-09-05,2527000,Submitted,2026-09-17,ASSET-W-001929,Borewell,Demo Village 24 Demo User Agency,Yes,2026-09-17,2026-09-15,Completed,2026-11-20,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-001929/completion,SYNTHETIC_PROTOTYPE,True
W-001932,2026-08-31,2026-09-02,2780000,Submitted,2026-09-23,ASSET-W-001932,Solid Waste Shed,Demo Village 35 Demo User Agency,Yes,2026-09-14,2026-09-06,Pending,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-001932/completion,SYNTHETIC_PROTOTYPE,True
W-001933,2026-08-31,2026-09-08,832000,Submitted,2026-10-12,ASSET-W-001933,PHC Equipment Room,Demo Village 2 Demo User Agency,Yes,2026-09-08,2026-09-27,Completed,2027-02-21,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-001933/completion,SYNTHETIC_PROTOTYPE,True
W-001934,2026-08-31,2026-09-02,2702000,Submitted,2026-09-26,ASSET-W-001934,Community Sanitation,Demo Village 16 Demo User Agency,Yes,2026-09-12,2026-09-16,Not Due,,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001934/completion,SYNTHETIC_PROTOTYPE,True
W-001935,2026-08-31,2026-09-10,819000,Submitted,2026-10-08,ASSET-W-001935,Public Waiting Hall,Demo Village 34 Demo User Agency,Yes,2026-09-13,2026-09-13,Pending,,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-001935/completion,SYNTHETIC_PROTOTYPE,True
W-001936,2026-08-31,2026-09-05,2430000,Submitted,2026-09-19,ASSET-W-001936,Solar Street Lights,Demo Village 21 Demo User Agency,Yes,2026-09-19,2026-09-24,Completed,2026-12-25,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001936/completion,SYNTHETIC_PROTOTYPE,True
W-001937,2026-08-31,2026-09-07,925000,Submitted,2026-09-18,ASSET-W-001937,Playground Development,Demo Village 19 Demo User Agency,Yes,2026-09-12,2026-09-25,Completed,2027-02-23,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-001937/completion,SYNTHETIC_PROTOTYPE,True
